prelimQuestion1,ans,wrongAns,wrongAns,wrongAns
prelimQuestion2,ans,wrongAns,wrongAns,wrongAns
prelimQuestion3,ans,wrongAns,wrongAns,wrongAns
prelimQuestion4,ans,wrongAns,wrongAns,wrongAns
prelimQuestion5,ans,wrongAns,wrongAns,wrongAns
quickRoundQ1,ans,wrongAns,wrongAns,wrongAns
quickRoundQ2,ans,wrongAns,wrongAns,wrongAns
quickRoundQ3,ans,wrongAns,wrongAns,wrongAns
quickRoundQ4,ans,wrongAns,wrongAns,wrongAns
quickRoundQ5,ans,wrongAns,wrongAns,wrongAns
quickRoundQ6,ans,wrongAns,wrongAns,wrongAns
quickRoundQ7,ans,wrongAns,wrongAns,wrongAns
quickRoundQ8,ans,wrongAns,wrongAns,wrongAns
quickRoundQ9,ans,wrongAns,wrongAns,wrongAns
quickRoundQ10,ans,wrongAns,wrongAns,wrongAns
quickRoundQ11,ans,wrongAns,wrongAns,wrongAns
quickRoundQ12,ans,wrongAns,wrongAns,wrongAns
quickRoundQ13,ans,wrongAns,wrongAns,wrongAns
quickRoundQ14,ans,wrongAns,wrongAns,wrongAns
quickRoundQ15,ans,wrongAns,wrongAns,wrongAns
quickRoundQ16,ans,wrongAns,wrongAns,wrongAns
quickRoundQ17,ans,wrongAns,wrongAns,wrongAns
quickRoundQ18,ans,wrongAns,wrongAns,wrongAns
quickRoundQ19,ans,wrongAns,wrongAns,wrongAns
quickRoundQ20,ans,wrongAns,wrongAns,wrongAns
